Organism,Compound Name,Chemical Formula,Mol. Wt.,SMILES,Common-Name,Object ID
GCF_009937745,FARNESYL-PP,C15H25O7P2,379.306,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",FARNESYL-PP
MED4,FARNESYL-PP,C15H25O7P2,379.306,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",FARNESYL-PP
MTBH37RV,FARNESYL-PP,C15H25O7P2,379.306,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",FARNESYL-PP
PPUT160488,FARNESYL-PP,C15H25O7P2,379.306,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",FARNESYL-PP
YARROWIA,FARNESYL-PP,C15H25O7P2,379.306,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",FARNESYL-PP
YEAST,FARNESYL-PP,C15H25O7P2,379.306,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate",FARNESYL-PP
ECOLI,CPD-12587,C15H25O4P1,300.334,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP([O-])([O-])=O,"(2<i>E</i>,6<i>E</i>)-farnesyl phosphate",CPD-12587
GCF_009937745,CPD-12587,C15H25O4P1,300.334,CC(C)=CCCC(\C)=C/CCC(\C)=C/COP([O-])([O-])=O,"(2<i>E</i>,6<i>E</i>)-farnesyl phosphate",CPD-12587
MTBH37RV,CPD-18179,C15H25O8P2,395.305,CC(/CC/C=C(C)/CO)=C\CCC(\C)=C/COP(OP([O-])(=O)[O-])(=O)[O-],"(2E,6E,10E)-12-hydroxy-3,7,11-trimethyldodeca-2,6,10-trien-1-yl phosphonatooxyphosphonate",CPD-18179
MTBH37RV,CPD-18177,C15H26O2,238.369,CC(/CC/C=C(C)/CO)=C\CCC(\C)=C/CO,"(2E,6E,10E)-2,6,10-trimethyldodeca-2,6,10-triene-1,12-diol",CPD-18177
MTBH37RV,CPD-18178,C20H34O2,306.487,CC(/CC/C=C(C)/CC/C=C(C)/CO)=C\CCC(\C)=C/CO,"(2E,6E,10E,14E)-2,6,10,14-tetramethylhexadeca-2,6,10,14-tetraene-1,16-diol",CPD-18178
MTBH37RV,CPD-18668,C19H33O2,293.468,CCCCCCCC\C=C/CCCCC/C=C(C)/C([O-])=O,"(2E,9Z)-2-methyloctadeca-2,9-dienoate",CPD-18668
ECOLI,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
GCF_000014565,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
GCF_000046845,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
GCF_009937745,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
MED4,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
MTBH37RV,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
PPUT160488,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
YARROWIA,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
YEAST,CPD-13357,C5H9O4,133.124,CC(C)(O)[C@@H](O)C(=O)[O-],"(2<i>R</i>)-2,3-dihydroxy-3-methylbutanoate",CPD-13357
GCF_000014565,CPD-299,C5H9N1O3,131.131,CC(=O)C[C@@H]([NH3+])C(=O)[O-],(2R)-2-amino-4-oxopentanoate,CPD-299
GCF_000014565,2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE,C6H4O4Cl1,175.548,C([O-])(=O)C[C@]1(Cl)(OC(=O)\C=C/1),"(2<i>R</i>)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate",2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE
GCF_000046845,2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE,C6H4O4Cl1,175.548,C([O-])(=O)C[C@]1(Cl)(OC(=O)\C=C/1),"(2<i>R</i>)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate",2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE
PPUT160488,CPD-12699,C5H9N1O1,99.132,CC[C@](C)(O)C#N,(2R)-2-hydroxy-2-methylbutanenitrile,CPD-12699
YARROWIA,CPD-12699,C5H9N1O1,99.132,CC[C@](C)(O)C#N,(2R)-2-hydroxy-2-methylbutanenitrile,CPD-12699
ECOLI,CPD-16503,C3H5O5S1,153.129,C(=O)[C@@H](O)CS(=O)(=O)[O-],(2R)-3-sulfolactaldehyde,CPD-16503
GCF_000014565,CPD-367,C3H4O6S1,168.121,C(=O)([O-])[C@@H](O)CS([O-])(=O)=O,(2<i>R</i>)-3-sulfolactate,CPD-367
GCF_009937745,CPD-367,C3H4O6S1,168.121,C(=O)([O-])[C@@H](O)CS([O-])(=O)=O,(2<i>R</i>)-3-sulfolactate,CPD-367
MED4,CPD-367,C3H4O6S1,168.121,C(=O)([O-])[C@@H](O)CS([O-])(=O)=O,(2<i>R</i>)-3-sulfolactate,CPD-367
YARROWIA,HOMO-CIT,C7H7O7,203.128,C(C([O-])=O)C[C@](O)(C([O-])=O)CC([O-])=O,(2<i>R</i>)-homocitrate,HOMO-CIT
YEAST,HOMO-CIT,C7H7O7,203.128,C(C([O-])=O)C[C@](O)(C([O-])=O)CC([O-])=O,(2<i>R</i>)-homocitrate,HOMO-CIT
GCF_000014565,CPD-366,C3H3O9P1S1,246.085,C([O-])(=O)[C@H](CS(=O)(=O)[O-])OP(=O)([O-])[O-],(2<i>R</i>)-phospho-3-sulfolactate,CPD-366
GCF_009937745,CPD-366,C3H3O9P1S1,246.085,C([O-])(=O)[C@H](CS(=O)(=O)[O-])OP(=O)([O-])[O-],(2<i>R</i>)-phospho-3-sulfolactate,CPD-366
MED4,CPD-366,C3H3O9P1S1,246.085,C([O-])(=O)[C@H](CS(=O)(=O)[O-])OP(=O)([O-])[O-],(2<i>R</i>)-phospho-3-sulfolactate,CPD-366
ECOLI,CPD-26279,C3H3O4,103.054,C([C@H](C([O-])=O)O)=O,(2R)-tartronate semialdehyde,CPD-26279
ECOLI,CPD0-1530,C7H13N2O4F1,208.189,C(C[C@H]([NH3+])C(=O)[O-])[C@@H](F)[C@H]([NH3+])C(=O)[O-],"(2R,3R,6S)-3-fluoro-2,6-diaminopimelate",CPD0-1530
ECOLI,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
GCF_000046845,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
GCF_009937745,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
MED4,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
MTBH37RV,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
PPUT160488,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
YARROWIA,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
YEAST,CPD-618,C7H7O7,203.128,C[C@@]([C@H](CC([O-])=O)C([O-])=O)(C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate",CPD-618
ECOLI,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
GCF_000014565,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
GCF_000046845,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
GCF_009937745,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
MED4,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
MTBH37RV,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
PPUT160488,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
YARROWIA,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
YEAST,2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@H](C([O-])=O)[C@H](C([O-])=O)O,"(2<i>R</i>,3<i>S</i>)-3-isopropylmalate",2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE
ECOLI,CPD0-1536,C7H14N2O5,206.198,C(=O)([O-])[C@@H]([NH3+])CC[C@H](O)[C@@H]([NH3+])C(=O)[O-],"(2R,3S,6S)-2,6-diamino-3-hydroxy-diaminopimelate",CPD0-1536
ECOLI,CPD0-1533,C7H13N2O4F1,208.189,C(C[C@H]([NH3+])C(=O)[O-])[C@H](F)[C@H]([NH3+])C(=O)[O-],"(2R,3S,6S)-3-fluoro-2,6-diaminopimelate",CPD0-1533
MED4,CPD-18937,C18H23N5O4,373.411,C[C@@H]([C@H](O)C(=O)NC(N/C=C/C[C@@H](C([O-])=O)[NH3+])=N)C1(\C2(/C=C\C=C/C(/N\C=1)=2)),"(2R,4E)-2-amino-5-({[(2S,3R)-2-hydroxy-3-(1H-indol-3-yl)butanamido]methanimidoyl}amino)pent-4-enoate",CPD-18937
GCF_000014565,24DINH2-PENTANOATE,C5H13N2O2,133.17,C[C@H](C[C@@H](C([O-])=O)[NH3+])[NH3+],"(2<i>R</i>,4<i>S</i>)-2, 4-diaminopentanoate",24DINH2-PENTANOATE
ECOLI,CPD-10774,C5H10O5,150.131,C[C@@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10774
GCF_009937745,CPD-10774,C5H10O5,150.131,C[C@@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10774
MTBH37RV,CPD-10774,C5H10O5,150.131,C[C@@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10774
PPUT160488,CPD-10774,C5H10O5,150.131,C[C@@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2R,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10774
ECOLI,CPD-10773,C5H8O4,132.116,C[C@@]1(O)(OC[C@H](O)C(=O)1),"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10773
GCF_009937745,CPD-10773,C5H8O4,132.116,C[C@@]1(O)(OC[C@H](O)C(=O)1),"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10773
MTBH37RV,CPD-10773,C5H8O4,132.116,C[C@@]1(O)(OC[C@H](O)C(=O)1),"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10773
PPUT160488,CPD-10773,C5H8O4,132.116,C[C@@]1(O)(OC[C@H](O)C(=O)1),"(2R,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10773
ECOLI,CPD-12693,C3H7O5S1,155.145,C(S(=O)(=O)[O-])[C@@H](O)CO,"(2<i>S</i>)-2,3-dihydroxypropane-1-sulfonate",CPD-12693
PPUT160488,2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE,C4H6N1O7P1,211.068,C(=O)([O-])[C@@H]([NH3+])C(=O)COP(=O)([O-])[O-],<i>(2S)</i>-2-amino-3-oxo-4-phosphooxybutanoate,2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE
ECOLI,CPD-9517,C10H10N1O5,224.193,C=C(O[C@H]1(\C=C/C=C([C@@H]1[NH3+])/C(=O)[O-]))C(=O)[O-],(2S)-2-amino-4-deoxy-chorismate,CPD-9517
MED4,CPD-9517,C10H10N1O5,224.193,C=C(O[C@H]1(\C=C/C=C([C@@H]1[NH3+])/C(=O)[O-]))C(=O)[O-],(2S)-2-amino-4-deoxy-chorismate,CPD-9517
YEAST,CPD-9517,C10H10N1O5,224.193,C=C(O[C@H]1(\C=C/C=C([C@@H]1[NH3+])/C(=O)[O-]))C(=O)[O-],(2S)-2-amino-4-deoxy-chorismate,CPD-9517
ECOLI,CPD-19411,C5H9N1O2,115.132,C=CC[C@H]([NH3+])C(=O)[O-],(2S)-2-amino-4-pentenoate,CPD-19411
YEAST,CPD-19573,C6H9N1O2,127.143,CC#CC[C@H]([NH3+])C([O-])=O,(2S)-2-aminohex-4-ynoate,CPD-19573
ECOLI,CPD-10551,C5H7O7P1,210.08,CC(C([C@H](COP([O-])(=O)[O-])O)=O)=O,"(2<i>S</i>)-2-hydroxy-3,4-dioxopentyl phosphate",CPD-10551
ECOLI,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
GCF_000014565,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
GCF_000046845,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
GCF_009937745,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
MED4,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
MTBH37RV,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
PPUT160488,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
YARROWIA,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
YEAST,CPD-7100,C7H8O5,172.137,CC([C@H](C(=O)[O-])C(=O)C(=O)[O-])C,(2<i>S</i>)-2-isopropyl-3-oxosuccinate,CPD-7100
ECOLI,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
GCF_000014565,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
GCF_000046845,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
GCF_009937745,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
MED4,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
MTBH37RV,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
PPUT160488,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
YARROWIA,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
YEAST,3-CARBOXY-3-HYDROXY-ISOCAPROATE,C7H10O5,174.153,CC(C)[C@@](O)(CC(=O)[O-])C([O-])=O,(2<i>S</i>)-2-isopropylmalate,3-CARBOXY-3-HYDROXY-ISOCAPROATE
ECOLI,CPD-18718,C3H5O5S1,153.129,C(=O)[C@H](O)CS(=O)(=O)[O-],(2<i>S</i>)-3-sulfolactaldehyde,CPD-18718
GCF_000014565,N-ACETYL-L-24-DIAMINOBUTANOATE,C6H12N2O3,160.172,CC(=O)NCC[C@H]([NH3+])C(=O)[O-],(2S)-4-acetamido-2-aminobutanoate,N-ACETYL-L-24-DIAMINOBUTANOATE
ECOLI,L-THREO-3-METHYL-ASPARTATE,C5H8N1O4,146.122,C[C@@H]([C@H]([NH3+])C([O-])=O)C([O-])=O,"(2S, 3S)-3-methylaspartate",L-THREO-3-METHYL-ASPARTATE
ECOLI,CPD-13353,C6H13N2O3,161.18,C([NH3+])CO/C=C/[C@@H](C(=O)[O-])[NH3+],"(2S,3E)-2-amino-4-(2-aminoethoxy)but-3-enoate",CPD-13353
YEAST,CPD3O-4155,C8H13O5,189.188,CC(C)[C@H](C([O-])=O)[C@H](C(OC)=O)O,"(2S,3R)-3-hydroxy-2-isopropyl-4-methoxy-4-oxobutanoate",CPD3O-4155
PPUT160488,CPD-20841,C12H14N2O5,266.253,C(O)[C@@H]3([C@H]([C@@H](O)[C@@H](N1(\C=N/C2(\C=C(\C=C/C\1=2)\O)))O3)O),"(2S,3R,4S,5R)-2-(5-hydroxy-1,3-benzodiazol-1-yl)-5-(hydroxymethyl)oxolane-3,4-diol",CPD-20841
ECOLI,CPD0-1535,C7H14N2O5,206.198,C([O-])(=O)[C@@H]([NH3+])CCC(O)[C@H]([NH3+])C([O-])=O,"(2S,3R,6S)-2,6-diamino-3-hydroxydiaminopimelate",CPD0-1535
ECOLI,CPD0-1501,C7H13N2O4F1,208.189,C(=O)([O-])[C@@H]([NH3+])CC[C@@H](F)[C@@H]([NH3+])C(=O)[O-],"(2S,3R,6S)-3-fluoro-2,6-diaminopimelate",CPD0-1501
ECOLI,DIHYDRO-DIOH-BENZOATE,C7H7O4,155.13,C([O-])(=O)C1(\[C@@H]([C@H](\C=C/C=1)O)O),"(2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate",DIHYDRO-DIOH-BENZOATE
GCF_000014565,DIHYDRO-DIOH-BENZOATE,C7H7O4,155.13,C([O-])(=O)C1(\[C@@H]([C@H](\C=C/C=1)O)O),"(2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate",DIHYDRO-DIOH-BENZOATE
GCF_000046845,DIHYDRO-DIOH-BENZOATE,C7H7O4,155.13,C([O-])(=O)C1(\[C@@H]([C@H](\C=C/C=1)O)O),"(2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate",DIHYDRO-DIOH-BENZOATE
GCF_009937745,DIHYDRO-DIOH-BENZOATE,C7H7O4,155.13,C([O-])(=O)C1(\[C@@H]([C@H](\C=C/C=1)O)O),"(2<i>S</i>,3<i>S</i>)-2,3-dihydroxy-2,3-dihydrobenzoate",DIHYDRO-DIOH-BENZOATE
ECOLI,2-KETO-3-DEOXY-D-GLUCARATE,C6H6O7,190.109,C(C(C[C@@H]([C@@H](C([O-])=O)O)O)=O)([O-])=O,"(2S,3S)-2,3-dihydroxy-5-oxohexanedioate",2-KETO-3-DEOXY-D-GLUCARATE
GCF_000014565,2-KETO-3-DEOXY-D-GLUCARATE,C6H6O7,190.109,C(C(C[C@@H]([C@@H](C([O-])=O)O)O)=O)([O-])=O,"(2S,3S)-2,3-dihydroxy-5-oxohexanedioate",2-KETO-3-DEOXY-D-GLUCARATE
ECOLI,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
GCF_000014565,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
GCF_000046845,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
GCF_009937745,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
MTBH37RV,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
PPUT160488,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
YARROWIA,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
YEAST,CPD-622,C7H7O7,203.128,C[C@H](C(=O)[O-])[C@@](O)(CC(=O)[O-])C(=O)[O-],"(2<i>S</i>,3<i>S</i>)-2-methylcitrate",CPD-622
ECOLI,CPD0-1532,C7H13N2O4F1,208.189,C(C[C@H]([NH3+])C([O-])=O)[C@H](F)[C@@H]([NH3+])C(=O)[O-],"(2S,3S,6S)-3-fluoro-2,6-diaminopimelate",CPD0-1532
ECOLI,CPD-10776,C5H10O5,150.131,C[C@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10776
GCF_009937745,CPD-10776,C5H10O5,150.131,C[C@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10776
MTBH37RV,CPD-10776,C5H10O5,150.131,C[C@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10776
PPUT160488,CPD-10776,C5H10O5,150.131,C[C@]1(O)(OC[C@H](O)[C@@](O)(O)1),"(2S,4S)-2-methyl-2,3,3,4-tetrahydroxytetrahydrofuran",CPD-10776
ECOLI,CPD-10775,C5H8O4,132.116,C[C@]1(O)(OC[C@H](O)C(=O)1),"(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10775
GCF_009937745,CPD-10775,C5H8O4,132.116,C[C@]1(O)(OC[C@H](O)C(=O)1),"(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10775
MTBH37RV,CPD-10775,C5H8O4,132.116,C[C@]1(O)(OC[C@H](O)C(=O)1),"(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10775
PPUT160488,CPD-10775,C5H8O4,132.116,C[C@]1(O)(OC[C@H](O)C(=O)1),"(2S,4S)-2-methyl-2,4-dihydroxydihydrofuran-3-one",CPD-10775
ECOLI,CPD-14443,C7H7N1O5,185.136,C1([C@H](O)CC(/C([O-])=O)=N\[C@@H]1C([O-])=O),"(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate",CPD-14443
GCF_000014565,CPD-14443,C7H7N1O5,185.136,C1([C@H](O)CC(/C([O-])=O)=N\[C@@H]1C([O-])=O),"(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate",CPD-14443
GCF_000046845,CPD-14443,C7H7N1O5,185.136,C1([C@H](O)CC(/C([O-])=O)=N\[C@@H]1C([O-])=O),"(2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate",CPD-14443
